CORE_otu	db_id	source	ISR_len	genus	family	order	class	phylum
Lactobacillus delbrueckii	SEQ12120	Lactobacillus delbrueckii subsp. bulgaricus ND02	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12114	Lactobacillus delbrueckii subsp. bulgaricus	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12064	Lactobacillus delbrueckii subsp. indicus	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12051	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12139	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12392	Lactobacillus delbrueckii subsp. bulgaricus	142	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12042	Lactobacillus delbrueckii subsp. lactis	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12081	Lactobacillus delbrueckii subsp. delbrueckii	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12053	Lactobacillus delbrueckii subsp. sunkii	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12052	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12066	Lactobacillus delbrueckii subsp. indicus	239	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12059	Lactobacillus delbrueckii subsp. bulgaricus	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12094	Lactobacillus delbrueckii subsp. lactis DSM 20072	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12131	Lactobacillus delbrueckii subsp. lactis	477	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12085	Lactobacillus delbrueckii subsp. bulgaricus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12090	Lactobacillus delbrueckii subsp. bulgaricus	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12056	Lactobacillus delbrueckii subsp. indicus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12101	Lactobacillus delbrueckii subsp. bulgaricus 2038	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12031	Lactobacillus delbrueckii subsp. sunkii	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12058	Lactobacillus delbrueckii subsp. bulgaricus	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12118	Lactobacillus delbrueckii subsp. sunkii	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12061	Lactobacillus delbrueckii subsp. bulgaricus ND02	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12106	Lactobacillus delbrueckii subsp. bulgaricus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12095	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12141	Lactobacillus delbrueckii subsp. lactis	239	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12458	Lactobacillus delbrueckii subsp. lactis	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12091	Lactobacillus delbrueckii subsp. delbrueckii	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12046	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12083	Lactobacillus delbrueckii subsp. bulgaricus ND02	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12113	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12102	Lactobacillus delbrueckii subsp. bulgaricus	239	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12135	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12103	Lactobacillus delbrueckii subsp. bulgaricus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12054	Lactobacillus delbrueckii subsp. bulgaricus	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12116	Lactobacillus delbrueckii subsp. bulgaricus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12048	Lactobacillus delbrueckii subsp. bulgaricus	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12459	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12047	Lactobacillus delbrueckii subsp. sunkii	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12124	Lactobacillus delbrueckii subsp. lactis	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12043	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	481	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12125	Lactobacillus delbrueckii subsp. delbrueckii	239	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12123	Lactobacillus delbrueckii subsp. lactis	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12122	Lactobacillus delbrueckii subsp. lactis DSM 20072	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12115	Lactobacillus delbrueckii subsp. bulgaricus 2038	242	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12055	Lactobacillus delbrueckii subsp. bulgaricus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12100	Lactobacillus delbrueckii subsp. lactis DSM 20072	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12105	Lactobacillus delbrueckii subsp. bulgaricus	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12088	Lactobacillus delbrueckii subsp. bulgaricus	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12087	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12092	Lactobacillus delbrueckii subsp. delbrueckii	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12126	Lactobacillus delbrueckii subsp. lactis	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12093	Lactobacillus delbrueckii subsp. lactis	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12057	Lactobacillus delbrueckii subsp. bulgaricus 2038	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12140	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12136	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12121	Lactobacillus delbrueckii subsp. bulgaricus ND02	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12127	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12084	Lactobacillus delbrueckii subsp. bulgaricus	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12044	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12137	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	480	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12089	Lactobacillus delbrueckii subsp. bulgaricus	478	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12041	Lactobacillus delbrueckii subsp. bulgaricus ND02	240	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12045	Lactobacillus delbrueckii subsp. bulgaricus	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12086	Lactobacillus delbrueckii subsp. delbrueckii	479	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus delbrueckii	SEQ12099	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13076	Lactobacillus fermentum	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ12005	Lactobacillus parabuchneri	459	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13073	Lactobacillus fermentum	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13082	Lactobacillus fermentum L930BB	419	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13074	Lactobacillus fermentum	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13090	Lactobacillus fermentum	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13077	Lactobacillus fermentum CECT 5716	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13072	Lactobacillus fermentum CECT 5716	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13084	Lactobacillus fermentum MTCC 8711	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ11340	Lactobacillus fermentum	613	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ12738	Lactobacillus oris	421	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13088	Lactobacillus fermentum	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ12004	Lactobacillus parabuchneri	248	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13071	Lactobacillus fermentum MTCC 8711	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13086	Lactobacillus fermentum	219	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13078	Lactobacillus fermentum	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13083	Lactobacillus fermentum	219	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13087	Lactobacillus fermentum	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13081	Lactobacillus fermentum	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13085	Lactobacillus fermentum	220	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13091	Lactobacillus fermentum MTCC 8711	223	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13075	Lactobacillus fermentum	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus fermentum	SEQ13079	Lactobacillus fermentum MTCC 8711	415	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus frumenti	SEQ12735	Lactobacillus reuteri MM4-1A	226	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus frumenti	SEQ12733	Lactobacillus reuteri MM4-1A	426	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus frumenti	SEQ12734	Lactobacillus reuteri	226	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus frumenti	SEQ12732	Lactobacillus reuteri MM4-1A	426	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ8302	Lactobacillus gasseri ATCC 33323 = JCM 1131	761	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12710	Lactobacillus johnsonii pf01	473	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12702	Lactobacillus gasseri 2016	469	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12709	Lactobacillus gasseri	243	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12708	Lactobacillus gasseri	174	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ17101	Lactobacillus gasseri 224-1	470	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12713	Lactobacillus johnsonii	242	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12715	Lactobacillus johnsonii N6.2	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12701	Lactobacillus gasseri	470	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12694	Lactobacillus gasseri 224-1	469	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12704	Lactobacillus gasseri	243	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12722	Lactobacillus johnsonii pf01	471	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12698	Lactobacillus gasseri 2016	243	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12721	Lactobacillus johnsonii NCC 533	472	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12695	Lactobacillus gasseri MV-22	237	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12696	Lactobacillus gasseri 224-1	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12723	Lactobacillus johnsonii NCC 533	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12712	Lactobacillus johnsonii FI9785	243	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12714	Lactobacillus johnsonii	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12711	Lactobacillus johnsonii DPC 6026	469	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ8299	Lactobacillus gasseri 224-1	761	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12693	Lactobacillus gasseri 224-1	469	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12718	Lactobacillus johnsonii	472	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12720	Lactobacillus johnsonii N6.2	472	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12707	Lactobacillus gasseri	180	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12717	Lactobacillus johnsonii	473	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12725	Lactobacillus johnsonii	241	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus gasseri	SEQ12716	Lactobacillus johnsonii	471	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ11314	Lactobacillus helveticus	137	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12612	Lactobacillus helveticus	226	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12616	Lactobacillus helveticus	476	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12624	Lactobacillus helveticus	226	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12625	Lactobacillus helveticus	475	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12611	Lactobacillus helveticus	152	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ16004	Lactobacillus helveticus	226	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12620	Lactobacillus helveticus	476	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12615	Lactobacillus helveticus CNRZ32	477	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12617	Lactobacillus helveticus	475	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus helveticus	SEQ12613	Lactobacillus helveticus DPC 4571	226	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12825	Lactococcus lactis subsp. lactis	327	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12819	Lactococcus lactis subsp. cremoris TIFN1	324	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12827	Lactococcus lactis subsp. lactis	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12817	Lactococcus lactis subsp. lactis	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12822	Lactococcus lactis subsp. lactis	327	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12820	Lactococcus lactis subsp. cremoris KW2	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12818	Lactococcus lactis subsp. cremoris	327	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12828	Lactococcus lactis subsp. lactis IO-1	327	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12830	Lactococcus lactis subsp. cremoris	320	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ17214	Lactococcus lactis subsp. cremoris	327	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12821	Lactococcus lactis subsp. cremoris	330	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12816	Lactococcus lactis subsp. lactis	329	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12829	Lactococcus lactis subsp. lactis	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12823	Lactococcus lactis subsp. lactis	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12826	Lactococcus lactis subsp. lactis	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12824	Lactococcus lactis subsp. lactis	331	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ11942	Lactococcus lactis subsp. cremoris	333	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12815	Lactococcus lactis subsp. lactis	327	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus lactis	SEQ12814	Lactococcus lactis subsp. lactis	328	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus oris	SEQ12741	Lactobacillus oris F0423	422	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus oris	SEQ12739	Lactobacillus oris F0423	227	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus oris	SEQ12737	Lactobacillus oris F0423	420	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus oris	SEQ12736	Lactobacillus oris F0423	422	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus oris	SEQ12740	Lactobacillus oris F0423	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12846	Lactobacillus plantarum	457	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12868	Lactobacillus plantarum	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12832	Lactobacillus pentosus MP-10	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12870	Lactobacillus plantarum	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ8545	Lactobacillus plantarum	551	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12858	Lactobacillus plantarum	457	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12835	Lactobacillus plantarum	230	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12836	Lactobacillus plantarum	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12861	Lactobacillus plantarum	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ15368	Lactobacillus plantarum	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12881	Lactobacillus plantarum	457	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12833	Lactobacillus pentosus KCA1	464	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12878	Lactobacillus plantarum	458	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12887	Lactobacillus plantarum subsp. plantarum	457	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12845	Lactobacillus plantarum	457	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12834	Lactobacillus plantarum	227	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12885	Lactobacillus plantarum	457	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12866	Lactobacillus pentosus MP-10	228	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
Lactobacillus plantarum	SEQ12874	Lactobacillus plantarum	456	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
